PDB,AbStruc_loops,AbStruc_amide_amide_interactions,AbStruc_amide_ring_interactions,AbStruc_beta_bridges,AbStruc_carbon_pi_interactions,AbStruc_cation_pi_interactions,AbStruc_donor_pi_interactions,AbStruc_beta_strands,AbStruc_threeten_helices,AbStruc_alpha_helices,AbStruc_pi_helices,AbStruc_total_interactions,AbStruc_metsulphur_pi_interactions,AbStruc_beta_bends,AbStruc_beta_turns,AbStruc_aromatic_interactions,AbStruc_atom_atom_sum,AbStruc_atom_plane_sum,AbStruc_carbonyl_interactions,AbStruc_covbonds,AbStruc_mean_interaction_distance,AbStruc_hbonds,AbStruc_hydrophobic_interactions,AbStruc_ibonds,AbStruc_phi_angle,AbStruc_plane_plane_interactions,AbStruc_pbonds,AbStruc_proximal_interactions,AbStruc_psi_angle,AbStruc_vdw_interactions,AbStruc_vdw_clashes,AbStruc_weak_hbonds,AbStruc_weak_pbonds,AbStruc_folding_energy,AbStruc_unfolded_charge,AbStruc_folded_charge,AbStruc_sasa,AbStruc_schains_sasa,AbStruc_lauer_SAP,AbStruc_lauer_DI,AbStruc_free_cys,AbStruc_cys_bridges,AbStruc_pcharge_hetrgen,AbStruc_ncharge_hetrgen,AbStruc_plane_group_interactions,AbStruc_folded_pI,AbStruc_unfolded_pI
1U6A,50,9,12,1,42,1,7,113,15,0,0,8457,0,27,24,38,8375,49,49,1,4.294851602223011,187,593,29,-79.69434356689453,12,258,7841,97.56958770751953,139,394,153,241,6.45,5.8,5.44,10742.699734714872,8300.838652895998,28.94219087736694,28.49883087736694,8,2,5.620015027595295,4.881113335183037,21,9.82,9.2
1UB6,60,10,5,5,46,1,5,99,9,0,0,8362,4,21,29,2,8290,55,41,2,4.300406601291557,177,565,17,-79.17848205566406,2,244,7764,97.29866027832031,132,392,162,228,6.62,8.07,7.51,10722.26699132406,8199.5689139014,29.730264443206146,29.118199443206144,4,2,5.505857737674753,4.707071454615533,15,10.11,9.78
1UCB,49,11,9,1,40,6,8,117,12,0,0,8850,5,22,26,78,8752,56,48,2,4.314487005649719,196,654,29,-83.6246566772461,22,259,8236,94.5484619140625,129,385,166,218,8.21,0.41,1.15,10600.002998651766,8281.096024637127,26.642545233310734,26.548820233310735,4,2,4.758850702764367,4.587380403812424,20,8,7.4
1UM6,53,6,8,0,38,1,6,117,9,0,0,8464,3,14,31,14,8400,47,50,2,4.2899491965973535,181,533,25,-82.9468765258789,3,266,7853,96.73303985595703,128,417,173,256,8.61,4.83,4.44,10922.464116377594,8480.422827204551,27.139361751237157,26.777501751237157,4,2,5.534512127110703,4.124224061204935,14,9.29,9.23
1UWE,51,10,8,1,43,1,8,112,12,0,0,8860,0,16,30,42,8775,51,70,2,4.292493227990971,178,630,8,-82.62702941894531,16,257,8213,102.0090103149414,164,396,199,272,14.58,-1.45,-2.11,9874.838260000473,7545.998042564676,26.608641657296065,26.780606657296065,4,2,5.077456896553966,4.786469197512912,18,6.32,6.26
1UWG,51,8,10,1,43,1,7,112,12,0,0,9075,3,16,30,62,8985,53,70,2,4.28862699724518,178,680,8,-82.62702941894531,19,260,8394,102.0090103149414,160,429,203,289,19.9,0.8,0.75,10150.313278010299,7838.720380244426,25.08315446800347,25.02202946800347,4,2,4.410871296508658,5.242744316954665,18,7.29,7.41
1UYW,54,7,11,1,44,4,11,113,15,0,0,8349,3,15,27,51,8255,59,43,2,4.31497305066475,182,571,15,-83.008453369140625,17,247,7840,101.24577331542969,125,288,168,217,9.56,2.55,1.61,10346.038302467316,7952.656358596612,26.463327732034326,26.332112732034325,4,2,5.641008337097027,4.582680686985477,18,8.29,8.45
1UZ6,57,16,5,5,44,4,8,104,12,0,0,8739,5,19,32,27,8652,58,39,2,4.320155624213297,189,577,15,-78.43843841552734,8,269,8196,92.05545806884766,118,336,165,217,15.72,1.84,2.83,10897.970544828053,8314.780112179595,27.997667468705114,27.767022468705115,4,2,5.0182503361538515,5.152181948118886,21,8.64,8.49
1VFA,48,13,10,1,41,3,9,112,12,0,0,7898,6,23,27,8,7812,57,23,1,4.329306153456572,189,502,28,-83.16056823730469,6,256,7419,97.98158264160156,126,266,166,176,6.33,5.55,5.22,10657.551880530165,8086.641530341892,26.83148491960229,26.40605491960229,4,2,5.266630332741793,5.13750279487321,23,9.61,9.36
1VGE,53,7,10,1,46,4,10,108,12,0,0,8315,6,20,31,45,8225,63,47,2,4.321425135297655,176,542,21,-81.63512420654297,10,235,7788,99.65555572509766,125,310,149,195,12.93,7.08,6.57,10351.762273355791,7841.963685972182,25.537523853398486,25.002068853398487,4,2,5.4442967544910434,5.144468483708261,17,9.84,9.61
1WC7,52,17,8,1,57,1,12,114,15,0,0,9329,6,19,30,26,9217,75,46,2,4.307904384178369,210,639,30,-80.1670913696289,12,285,8682,93.8978042602539,147,386,164,226,17.58,6.32,6.45,10392.986693952367,7874.002908372538,27.60136936870895,27.07569436870895,4,2,5.59971404932291,5.041690919506375,25,9.53,9.41
1WCB,63,10,5,4,52,1,15,101,12,0,0,9719,6,21,30,36,9614,73,60,1,4.2726762012552735,190,641,20,-75.62899017333984,17,276,8883,88.02508544921875,163,567,166,287,31.55,6.32,6.73,10430.616034887402,7846.678023987835,27.548286402195878,26.99979140219588,4,2,6.035937156889523,5.144919840878794,15,9.45,9.41
1WT5,57,5,6,1,49,5,8,106,9,0,0,8796,9,21,32,80,8701,68,45,2,4.304163256025466,188,616,25,-81.54467010498047,16,247,8169,95.834503173828125,156,374,161,228,16.39,4.56,4.45,10584.82857529009,8217.617199373772,27.426665880359064,27.063990880359064,4,2,4.782740571092769,4.822355473790161,11,9.43,9.14
1WZ1,55,15,8,3,49,3,12,113,15,0,0,9191,4,17,29,40,9086,66,48,2,4.310926993798281,216,629,25,-77.42931365966797,16,297,8604,89.86078643798828,133,347,164,227,10.6,6.04,6.84,11082.924327636714,8583.660842698078,27.415286289239965,26.857826289239966,4,2,4.756663012994703,4.591975850473344,23,9.47,9.34
1XF2,49,11,9,1,61,4,10,116,12,0,0,8624,11,16,32,22,8511,83,36,1,4.325656307977735,185,594,18,-79.29999542236328,10,262,8099,97.46638488769531,120,291,184,213,4.99,6.64,6.82,10790.981718069015,8442.245157823196,28.11818700614579,27.56235700614579,4,2,5.008333185979973,4.610134202035821,20,9.54,9.4
1XF3,56,9,7,3,50,5,10,106,15,0,0,7922,11,15,29,21,7827,72,33,1,4.3244016662458975,183,523,16,-78.84864044189453,7,248,7411,96.17011260986328,137,278,165,197,6.42,7.53,6.57,11189.421618023396,8772.137946995243,29.21234459203779,28.676889592037792,4,2,5.211836449330256,4.730110145425779,16,9.5,9.3
1XF4,56,4,12,3,58,3,9,106,12,0,0,8585,10,19,30,25,8483,78,60,2,4.3222993593477,181,566,17,-82.05708312988281,8,252,8045,97.78892517089844,108,328,178,244,7.09,6.64,6.33,10949.725694795758,8587.428527936403,28.71523826750587,28.19934326750587,4,2,5.155400641520781,4.662882869387937,16,9.53,9.4
1YEG,54,9,12,3,48,7,13,115,12,0,0,8711,6,19,31,42,8607,69,45,2,4.320206635288716,194,574,24,-81.615386962890625,14,266,8171,99.58079528808594,110,324,176,196,19.79,8.55,8.09,10912.998809148934,8353.445335253904,29.23500727963768,28.575672279637683,4,2,5.570343521165548,4.371704670263577,21,10,10
1YEH,53,9,12,3,49,9,14,116,12,0,0,8912,6,19,31,46,8805,71,56,2,4.313552513464991,200,596,23,-81.7371826171875,15,275,8324,101.1969985961914,129,350,173,225,17.26,8.55,8.13,10910.065360167931,8362.80177831607,29.32572805882327,28.66313305882327,4,2,5.494183719522098,4.414067356328716,21,10,10
1YMH,58,7,7,1,43,2,9,113,12,0,0,8858,6,18,29,53,8768,58,55,2,4.302527658613682,188,601,12,-83.2831039428711,18,248,8231,99.2883071899414,142,393,184,251,14.99,6.08,4.87,11120.200993064358,8582.391254639617,27.709560327453513,27.312655327453513,4,2,5.887801527611686,4.047371022268451,14,9.66,9.51
1YY8,48,9,8,0,48,5,9,116,9,0,0,8471,3,18,34,35,8376,62,47,1,4.3149238578680205,183,615,24,-84.355987548828125,16,242,7913,97.16310119628906,126,336,163,205,16.77,3.29,3.29,10622.687137577876,8235.718367027603,28.49623567834898,28.22810067834898,4,2,5.860145903044069,5.371361048256558,17,9,9
1ZA6,52,7,11,3,56,0,10,112,15,0,0,8518,1,15,31,37,8421,67,50,2,4.3088647569852085,187,556,9,-81.4886245727539,12,253,7934,99.7798080444336,109,376,182,195,14.51,3.31,2.86,10888.758987151818,8481.181052289878,27.091605922588645,26.858515922588644,4,2,5.518250392641824,3.780943452181772,18,9,9
1ZAN,49,9,9,0,53,2,7,113,18,0,0,8704,8,20,29,24,8609,69,44,2,4.314164751838235,190,588,21,-81.8746566772461,8,272,8148,96.39258575439453,133,326,179,227,13.04,2.55,2.59,10467.160703625796,8079.142617414323,26.764868890138196,26.553783890138195,4,2,4.998809358274989,4.886208883913602,18,8.61,8.53
1ZVO,62,11,13,3,42,0,10,107,9,0,0,8875,1,13,38,42,8781,53,53,2,4.286457464788732,191,601,26,-83.21033477783203,17,265,8206,95.330596923828125,144,429,174,251,18.3,3.06,4.05,11033.825421124611,8322.213748158601,29.709214319376528,29.379139319376527,4,2,4.780456302759526,5.527654049817474,24,9.4,8.9
2A1W,50,11,6,2,46,2,6,124,12,0,0,9251,4,17,30,70,9159,57,47,2,4.3060815047021945,211,660,37,-79.45575714111328,18,280,8636,95.48681640625,170,351,177,239,23.22,8.55,9.78,10836.257973288853,8298.804271890722,26.981619728712918,26.184549728712916,8,2,5.252521168321332,5.039879429033675,17,9.99,9.62
2A6D,46,7,10,0,47,3,7,120,9,0,0,8569,5,17,36,36,8480,60,43,2,4.316930797059167,195,590,20,-84.26445770263672,12,262,8045,94.07630920410156,122,311,176,225,3.44,6.07,5.82,10611.568897921963,8088.701548977514,24.674537180250134,24.200207180250136,4,2,5.497241971010991,4.3188161265682,17,9.43,9.35
2A6J,49,4,10,2,46,4,11,113,9,0,0,8885,5,25,30,29,8799,63,53,2,4.297306696679797,192,575,23,-81.39692687988281,9,267,8238,94.35307312011719,137,422,161,241,9.03,6.07,5.91,10568.530222677251,8056.091713248806,24.513121837496918,24.03145683749692,4,2,5.284685074730016,4.365116053980144,14,9.5,9.35
2A6K,49,4,10,2,46,4,11,113,9,0,0,8885,5,25,30,29,8799,63,53,2,4.297306696679797,192,575,23,-81.39692687988281,9,267,8238,94.35307312011719,137,422,161,241,9.03,6.07,5.91,10568.530222677251,8056.091713248806,24.513121837496918,24.03145683749692,4,2,5.284685074730016,4.365116053980144,14,9.5,9.35
2A77,50,9,6,2,45,7,8,119,12,0,0,8907,4,17,31,81,8815,60,47,2,4.304953407432357,201,654,36,-79.75456237792969,17,275,8305,95.26061248779297,162,346,166,228,11.21,7.55,8.09,10968.303161589953,8472.588608186992,27.50245405790604,26.84311905790604,8,2,5.265022377514868,4.865718281224004,15,9.83,9.54
2A9M,53,19,12,5,32,5,9,107,12,4,5,8847,7,13,34,41,8755,50,38,2,4.309701593760597,210,552,23,-85.71459197998047,11,293,8265,91.951507568359375,153,335,175,229,12.52,1.64,2.05,10664.076119761246,8210.248635677377,28.72564799653076,28.55857299653076,4,2,4.2680593017618245,3.803241644929667,31,8.5,8.4
2AAB,58,13,6,5,32,2,8,107,9,0,0,8960,6,26,29,46,8879,47,53,2,4.305928571428571,190,611,25,-81.937164306640625,15,273,8327,93.70043182373047,140,410,159,238,9.96,2.56,3.18,11054.811893534232,8523.587559681548,28.342276832113743,28.083106832113742,4,2,5.3677347900172,4.103938866443206,19,9.15,8.5
2ADG,48,9,7,1,49,5,9,114,15,0,0,8862,8,27,21,34,8764,68,42,2,4.310236966824644,200,626,24,-86.050872802734375,14,261,8271,95.365936279296875,130,361,167,231,22.15,-6.82,-5.03,10324.965664203995,8000.34349207473,26.989602174207022,27.399547174207022,4,2,6.026613828869266,4.693834143051537,16,5.2,4.7
2ADJ,48,9,7,1,50,5,9,114,15,0,0,8779,8,27,21,33,8680,69,42,2,4.315832099327942,198,625,24,-86.050872802734375,14,254,8213,95.365936279296875,121,344,166,223,18.52,-6.82,-5.1,10331.143375399504,8018.300587671125,26.96342211413031,27.37907211413031,4,2,5.933913112177743,4.693834143051536,16,5.1,4.69
2AGJ,46,5,12,0,36,1,8,123,12,0,0,8712,0,18,28,31,8645,44,51,2,4.311439393939394,182,599,23,-83.66033935546875,6,247,8156,103.3674087524414,140,347,160,219,18.08,2.85,3.59,10168.950193524124,7995.010127442605,26.900630860127983,26.608045860127984,4,2,5.298506144905763,5.0835355076996835,17,9.3,9
2AI0,52,9,5,2,43,6,7,112,12,0,0,8702,4,17,32,67,8616,57,45,2,4.309232360376925,199,610,32,-78.33879089355469,15,264,8130,95.541412353515625,167,317,163,222,12.79,8.55,9.59,10783.784453754015,8268.198761062142,26.64173785361357,25.86015285361357,8,2,5.314824738148865,5.125538834107486,14,10.01,9.74
2AJ3,50,7,9,2,43,2,4,114,12,0,0,8626,1,20,29,69,8542,49,46,1,4.303179921168559,198,657,30,-83.395599365234375,19,269,8020,94.91629791259766,129,392,162,238,10.54,5.53,5.61,10645.729197409619,8207.134159074916,27.855638934076442,27.39842393407644,4,2,4.668023713566638,5.232331890928873,16,9.7,9.14
2AJU,59,10,13,7,46,5,9,102,12,0,0,9169,2,22,29,49,9067,59,42,2,4.309119860399171,202,636,24,-79.60731506347656,20,270,8514,99.22593688964844,132,419,177,245,11.52,2.84,2.97,11051.945391659448,8739.613493474664,27.36747117582447,27.12541617582447,4,2,5.3756612531908505,4.307005274488561,23,9.2,8.85
2BMK,57,13,6,1,48,6,12,108,15,0,0,9218,7,19,31,35,9114,69,50,2,4.303741592536342,193,617,30,-81.506500244140625,16,265,8576,87.47406768798828,152,384,167,236,23.14,6.32,6.25,10577.648168502117,8028.750898436638,28.091781533887993,27.582406533887994,4,2,5.6347146245819255,4.741425624789564,19,9.43,9.41
2C1O,45,10,9,2,42,1,8,117,15,0,0,8450,6,18,29,5,8372,56,58,2,4.301892307692308,195,559,28,-80.5451431274414,3,260,7871,96.25659942626953,139,360,158,228,20.3,5.31,5.19,11015.508417556302,8518.114076229862,28.427668922116602,28.0046839221166,4,2,5.567572350420568,4.841003049329361,19,9.5,9.4
2D03,48,11,11,2,49,3,9,113,9,0,0,8856,9,22,34,27,8756,68,45,2,4.302765356820234,197,652,24,-81.3666763305664,10,263,8227,98.5039291381836,139,388,194,221,12.72,3.79,2.46,10467.866906879673,8005.8720713791245,27.88707121375741,27.68658121375741,4,2,5.689572476191177,4.735181228734122,22,9,9
2D7T,53,9,13,0,43,0,4,110,15,0,0,8180,11,19,26,19,8090,58,47,2,4.323764058679706,181,555,11,-82.771270751953125,10,244,7684,101.24889373779297,114,290,167,213,9.63,6.79,5.87,10603.85679417486,8199.335037452396,26.92845988921406,26.450054889214062,4,2,6.007974745766395,4.62309474774904,22,9.94,9.5
2DDQ,47,11,9,5,46,0,4,110,12,0,0,8037,7,19,31,21,7953,57,36,2,4.325670026129153,186,577,19,-82.0727767944336,7,253,7561,90.762939453125,112,278,151,188,8.83,5.56,6.23,10869.898869681638,8397.624551706613,28.111577823776997,27.603832823776997,4,2,5.604802635045806,4.927001257492086,20,9.3,9.24
2DLF,54,14,10,4,58,3,11,114,9,0,0,9162,4,15,36,24,9051,74,48,2,4.307383759004584,213,615,29,-80.68147277832031,13,292,8537,90.53235626220703,133,379,173,238,17.35,6.04,7.12,11026.960827223942,8641.666113927055,28.013118217893165,27.432838217893167,4,2,4.549106272655966,4.254617296725877,24,9.62,9.34
2DTM,53,7,12,2,45,5,11,116,12,0,0,8644,5,17,30,26,8551,62,40,2,4.32195395650162,199,616,34,-80.10523223876953,12,265,8090,97.55913543701172,130,329,170,207,13,4.55,6,10675.185554451933,8179.5121070726955,27.346551495892292,26.85755149589229,4,2,5.1403015622427075,5.269155528707316,19,9.64,9.22
2EH7,55,12,7,6,42,8,10,104,6,0,0,8176,5,22,34,9,8093,59,45,2,4.306817514677103,181,465,30,-80.481475830078125,5,247,7589,89.90614318847656,118,384,149,210,18.23,4.08,5,10823.132429746041,8267.092595381302,27.579184482344015,27.171684482344016,4,2,5.6683103652748,5.777600582796515,19,9.35,9.16
2ESG,53,7,10,1,46,4,10,108,12,0,0,8315,6,20,31,45,8225,63,47,2,4.321473241130486,180,542,21,-81.63512420654297,10,238,7787,99.65555572509766,125,311,147,195,13.34,7.08,6.58,10319.426815504485,7804.0385326504465,25.468405216694386,24.932135216694384,4,2,5.442180631901784,5.144468483708261,17,9.84,9.61
2F19,52,5,11,0,44,3,7,114,9,0,0,8826,5,18,38,33,8742,57,39,2,4.306987310219805,184,587,17,-84.02898406982422,11,261,8250,92.2978286743164,134,356,173,232,11.3,6.31,6.73,10814.882709339045,8277.521056467922,24.977273074441186,24.428778074441187,4,2,5.582252779324,4.511244879681383,16,9.56,9.41
2F5A,51,12,8,1,39,2,9,117,12,0,0,8727,4,22,34,38,8646,53,41,1,4.313375730491578,187,615,23,-82.54768371582031,8,250,8186,98.30796813964844,129,330,203,225,17.76,6.55,6.19,10755.960061498983,8356.651947913339,31.76879830329581,31.26431330329581,4,2,5.713242051699151,4.710058303117511,20,10.1,9.8
2FAT,50,9,12,1,50,2,12,115,15,0,0,8604,5,16,25,112,8487,67,38,0,4.305005811250581,176,584,26,-81.25047302246094,29,248,7967,97.68558502197266,145,375,174,220,2.69,2.8,1.98,10387.629738925532,8176.0964741030775,29.051523843780696,28.890153843780695,4,2,5.786210287230461,4.079700935626786,21,8.32,8.51
2FB4,52,12,14,8,49,5,11,110,12,0,0,9052,5,17,37,57,8944,67,45,2,4.314391294741493,208,574,32,-80.4695053100586,15,288,8480,92.88603973388672,122,340,163,224,8.99,0.31,0.65,10606.556182737384,8066.000139943311,27.944244117495714,27.891269117495714,12,3,4.445197338176348,4.7496347987344185,26,7.43,7.24
2FBJ,46,15,8,0,54,7,16,121,9,0,0,8390,4,18,30,35,8278,76,39,2,4.31399284862932,187,521,25,-85.70088195800781,13,244,7796,93.53571319580078,143,337,181,211,11.41,5.55,5.47,10591.25113293941,8087.821514151424,30.470755577923537,30.024950577923537,4,2,5.227153867650603,4.296049845907269,23,9.41,9.27
2FGW,52,15,7,0,41,0,7,110,6,0,0,8273,13,20,34,49,8175,61,35,2,4.308542245860027,200,560,27,-84.00365447998047,15,269,7704,96.91801452636719,126,343,160,213,8.74,4.55,3.92,10664.412962840019,8245.482400587596,26.060350910028703,25.740870910028704,4,2,5.016064147537267,4.737997268773473,22,9.5,9.2
2FJF,52,8,8,1,42,4,6,114,9,0,0,8546,7,23,28,83,8460,56,44,1,4.303025977065293,185,603,30,-82.02294921875,14,243,7935,96.0867919921875,129,395,155,220,-2.04,2.07,1.93,10434.878791537905,7953.286413353993,28.84492557491906,28.68763057491906,4,2,6.1474189149359875,4.681282796229143,16,8.7,8.5
2G2R,53,10,10,2,52,1,7,115,12,0,0,8606,6,18,28,9,8517,65,51,2,4.3039995352079945,186,635,22,-77.86711120605469,4,249,8037,103.5074462890625,129,349,175,233,10.99,9.78,9.51,11488.199678068466,9044.451305867902,31.56545348518027,30.79038848518027,4,2,5.340948508937105,4.010196335893732,20,10,10
2G60,50,7,10,2,49,1,6,115,12,0,0,8078,4,21,29,27,7992,59,56,2,4.322427581084427,175,517,20,-83.9371566772461,10,238,7591,95.53666687011719,110,289,163,197,8.85,3.55,4.1,10568.181278095108,7822.750605958922,31.57185617892022,31.23770617892022,4,2,5.526042980957373,5.049385016207769,17,9.23,8.87
2G75,51,8,5,3,38,0,2,107,15,0,0,8037,9,13,34,18,7969,49,52,2,4.298745800671893,179,484,17,-80.919281005859375,6,258,7468,91.03456115722656,110,389,148,223,12.75,-0.92,-0.83,10629.43640312799,8029.898146518468,27.18632626404174,27.253971264041738,4,2,5.637635417605998,4.8109043151014355,13,6.33,6.07
2GCY,51,8,8,1,39,5,12,115,9,0,0,9143,10,20,33,29,9056,62,45,2,4.314985234605709,198,577,38,-79.46158599853516,9,285,8538,98.7995376586914,149,367,167,231,19.39,-1.92,-0.07,10358.56169521768,7885.412785156894,25.968017967094738,25.973722967094737,4,2,5.052293632585138,4.706535455105163,16,7,6
2GFB,47,10,8,0,35,8,8,119,12,0,0,8842,4,17,31,34,8764,50,50,2,4.295488577244967,200,563,36,-83.22743225097656,10,279,8213,94.49687194824219,143,406,180,220,8.28,4.08,3.9,10657.737798765917,8000.707704979995,26.676858559621667,26.359008559621667,4,2,5.725451355511443,4.377467792318545,18,9.17,9.13
2GJZ,67,8,6,5,40,1,8,94,6,0,0,9002,7,36,25,31,8923,55,63,2,4.285766496334148,166,603,21,-79.90687561035156,10,244,8268,89.48970031738281,151,502,164,291,22.38,4.79,5.59,10786.482259889784,8275.90966713623,28.708420063584075,28.252835063584076,4,2,5.127658823917033,6.31447561017339,14,9.41,9.18
2GK0,67,8,6,5,40,1,8,94,6,0,0,9002,7,36,25,31,8923,55,63,2,4.285766496334148,167,603,21,-79.90687561035156,10,244,8268,89.48970031738281,151,502,164,291,22.38,4.79,5.59,10786.482259889784,8275.90966713623,28.708420063584075,28.252835063584076,4,2,5.127658823917033,6.31447561017339,14,9.41,9.18
2GSG,57,7,11,0,39,6,10,119,15,0,0,9035,7,10,31,106,8940,58,40,2,4.3064283342556715,197,675,16,-86.336181640625,19,280,8380,95.39520263671875,150,408,168,233,15.35,5.31,6.08,11248.699555256413,8597.409312430793,27.058629787872693,26.563109787872694,4,2,4.655332359963263,4.650437710487365,18,9.53,9.26
2HFF,51,11,8,0,38,1,6,115,18,0,0,8313,9,15,26,18,8237,53,66,2,4.3161361722603155,190,540,28,-84.71688079833984,4,264,7799,96.27645111083984,115,321,168,234,3.94,3.06,3.12,10282.592316969834,7857.786030414486,26.466974043597652,26.21269404359765,8,2,5.791222700647109,4.706558303393021,19,9,9
2HKH,51,18,10,4,46,1,7,111,12,0,0,8702,4,22,29,25,8609,57,43,2,4.314369110549299,206,584,30,-80.40045166015625,8,273,8163,95.43928527832031,124,320,175,207,7.13,6.79,5.92,10739.147330909724,8298.477207434245,27.515370995124126,27.032890995124127,4,2,5.344300761197495,4.928006522179576,28,9.72,9.49
2IG2,52,12,14,8,49,5,11,110,12,0,0,9052,5,17,37,57,8944,67,45,2,4.314391294741493,209,574,32,-80.4695053100586,15,288,8480,92.88603973388672,122,340,163,224,8.54,0.31,0.64,10606.556182737384,8066.000139943311,27.944244117495714,27.892084117495713,12,3,4.445197338176348,4.7496347987344185,26,7.43,7.24
2IPT,54,11,12,3,48,1,7,110,12,0,0,8992,0,25,30,51,8891,55,49,2,4.324591859430606,188,641,27,-85.2858657836914,23,260,8437,95.28590393066406,135,317,182,228,15.59,5.79,6.45,10778.590641514533,8407.782834735408,28.846431984099112,28.320756984099113,4,2,5.3837838678282814,5.260453788672912,23,9.7,9.5
2IQ9,53,11,10,2,61,2,10,112,9,0,0,9049,0,23,35,45,8938,71,43,2,4.328102552768262,190,656,30,-81.70855712890625,19,259,8487,93.3619613647461,128,321,164,220,17.68,6.79,6.61,10797.204257085628,8444.85504268548,28.373916310577968,27.83520131057797,4,2,5.314543999694381,5.166028387618906,21,9.72,9.6
2JIX,48,7,7,0,41,0,5,113,6,0,0,8414,0,23,33,26,8346,46,52,1,4.294774185880676,188,546,24,-83.24485778808594,8,249,7852,98.497772216796875,128,365,156,211,12.6,7.07,7.73,10268.999327016172,8019.334034752012,27.04682181392867,26.41682681392867,4,2,5.77980036470806,5.388276896926752,14,10,10
2OJZ,53,6,15,3,51,6,12,112,12,0,0,9223,4,18,30,61,9118,69,73,2,4.302615201127615,188,697,27,-84.4087905883789,15,263,8600,104.17457580566406,147,369,189,255,18.7,-0.44,0.84,10731.07026925212,8346.524331615521,28.24645509115754,28.177995091157538,4,2,4.654423603768836,4.700540840546605,21,7.5,6.8
2OP4,55,18,11,2,40,5,16,111,9,0,0,8920,3,15,38,103,8804,61,49,2,4.297966367713005,181,608,7,-80.87824249267578,26,257,8246,88.679107666015625,132,424,162,225,18.11,2.8,3.07,10763.928544511196,8374.736345136294,28.141802658350887,27.891597658350886,4,2,4.9857867184658495,4.473458780100927,29,8.65,8.52
2ORB,62,16,10,0,39,3,7,103,9,0,0,8553,10,16,33,10,8463,57,43,2,4.313604583187186,194,563,19,-79.83317565917969,7,268,7989,103.75564575195312,130,342,164,212,18.01,2.8,2.69,10714.98745229727,8472.593310267848,25.500969947613257,25.281734947613256,4,2,5.478176234361089,4.474508757689846,26,8.62,8.56
2PR4,50,10,6,1,40,0,6,113,12,0,0,8777,4,17,34,46,8703,50,57,2,4.295540617523072,193,639,34,-83.89249420166016,8,262,8162,100.83963012695312,125,414,175,234,16.61,6.55,6.51,10055.612605515938,7869.048672546686,27.884142561240097,27.353577561240098,4,2,5.424477736633776,4.574126669426331,16,10.02,9.76
2Q76,52,7,9,1,62,4,12,110,9,0,0,8828,5,24,27,33,8716,80,66,2,4.295866560942455,179,646,15,-80.5533676147461,16,245,8195,100.53949737548828,136,383,165,256,20.31,-1.43,-0.24,10303.152836928513,7927.795905332168,25.195584335002323,25.21514433500232,4,2,5.342009138409257,5.092713638865039,16,6.86,6.31
2QTJ,53,7,10,1,46,4,10,108,12,0,0,8324,6,20,31,45,8234,63,47,2,4.321357520422873,176,542,24,-81.63512420654297,10,237,7797,99.65555572509766,124,311,148,196,11.24,7.08,6.56,10335.364477831825,7826.778583327009,25.510776900907658,24.976136900907658,4,2,5.4506600673466306,5.14446848370826,17,9.86,9.61
2R1X,56,17,9,1,54,2,9,112,12,0,0,9473,6,19,33,18,9366,70,49,2,4.316752876596643,201,662,24,-80.52574157714844,11,281,8886,98.23648834228516,126,352,181,222,26.54,8.08,7.95,10908.003843923525,8362.94959320506,27.13202068820753,26.48409568820753,4,2,5.428641501978077,4.901337282867436,26,9.82,9.61
2R6P,45,8,6,1,44,5,10,119,15,0,0,8455,2,19,26,41,8369,58,48,2,4.311875813128327,177,557,19,-81.27733612060547,14,249,7901,103.01332092285156,110,356,164,219,17.86,0.32,-0.02,10601.02379224826,8134.270248561764,26.93677542796046,26.938405427960458,4,2,5.423019968088598,3.6741453250536837,14,6.97,7.25
2RCS,51,4,9,1,43,1,4,111,15,0,0,8106,1,13,30,4,8041,48,51,2,4.297469775474957,180,501,19,-82.3936538696289,4,265,7560,92.94476318359375,122,357,168,203,10.96,2.07,1.85,10783.466060494675,8300.991066132498,26.56915899644178,26.41838399644178,4,2,6.11067224644824,4.1671972192491715,13,8.4,8.5
2UYL,51,9,10,2,42,3,8,117,15,0,0,8668,3,17,29,42,8582,54,49,2,4.321128287955699,189,582,19,-81.22554016113281,13,266,8161,97.76667022705078,109,310,171,215,13.8,2.57,2.74,10634.774910247172,8239.153901737107,26.68383280818547,26.46052280818547,4,2,5.1011635574258545,4.744619431412499,19,8.58,8.55
2V7H,54,13,9,0,57,3,9,113,9,0,0,8830,4,18,32,29,8727,71,50,2,4.299462061155153,177,603,24,-79.1805191040039,10,258,8222,96.61551666259766,146,357,163,225,26.7,1.31,2.96,10586.141769237529,8120.974957282413,25.622121784097743,25.380881784097742,4,2,5.603525051444246,5.15673526574591,22,8.23,7.93
2V7N,51,12,10,0,57,1,7,113,18,0,0,9115,4,19,25,53,9011,68,43,2,4.300715304443226,200,574,37,-80.90443420410156,14,276,8488,94.884521484375,134,387,157,250,5.94,4.31,3.83,10295.047990952,7808.446277168182,26.64405668118949,26.33191168118949,4,2,5.7383132971766,4.479423795935936,22,9.61,9.21
